raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
Ganesh,32,7,38,101.7325,0.205357143
Disheveled Clown,32,9,34,113.3386111,-1.665833333
Beer Singers,32,0,32,#NAME?,inf
Teenage Carl,32,1,44,58.03,13.115
Twangy Singers,32,4,38,98.2525,1.5425
Bike Guy,32,4,41,90.32125,2.64875
Minnesota Girl,32,6,52,63.94666667,5.665
Brazilian Lady,32,8,41,94.38125,1.08875
Pawn Shop Clerk,32,12,46,82.51583333,2.4125
Female Co-host,32,2,43,76.91375,6.50625
Bart's Class,31,1,42,60.75064516,12.48709677
Jennifer Tilly,31,3,39,89.9144086,3.28516129
Maluicious Krubb,31,7,38,98.63677419,0.601658986
Benedict Arnold,31,3,38,92.64344086,2.904516129
Second Prisoner,31,5,37,99.56780645,0.911870968
10-Year-Old Lenny,31,5,39,94.10974194,1.67316129
Darcy's Dad,31,3,35,100.8305376,1.762580645
Elderly Owner,31,4,38,95.26552419,1.897016129
Small Boy,31,9,39,96.90663082,0.598494624
Older Woman,31,6,44,81.51341398,3.173387097
Advisor Moe,31,3,38,92.64344086,2.904516129
Robo-Wiggum,31,9,37,102.3646953,-0.162795699
Somber Irish Krusty,31,5,39,94.10974194,1.67316129
Edwina,31,7,40,93.17870968,1.362949309
Brenda,31,9,45,80.53243728,2.882365591
Kara DioGuardi,31,2,39,84.67024194,5.30016129
10-Year-Old Carl,31,6,36,103.345672,0.128225806
Technician #1,31,5,41,88.65167742,2.434451613
Old Irishman,31,2,37,90.12830645,4.538870968
Security Advisor Kearney,31,6,45,78.78438172,3.554032258
Tv Wife,31,6,39,95.15857527,1.27016129
MUTANT FLANDERS,31,3,46,70.8111828,5.949677419
Sportscaster #2,31,7,48,71.34645161,4.408110599
Pete Townshend,31,5,43,83.1936129,3.195741935
Aged Krusty,31,5,39,94.10974194,1.67316129
Mr. Thorson,31,6,41,89.70051075,2.031451613
Enrico Irritazio,31,7,40,93.17870968,1.362949309
Vicki,31,4,37,97.99455645,1.516370968
LISABELLA,31,4,41,87.07842742,3.038951613
Rib-It,31,5,33,110.4839355,-0.610709677
Homer Puppet,31,8,37,101.9276815,0.005120968
Cienega,31,10,39,97.25624194,0.46416129
Simpsons,31,7,43,84.9916129,2.504884793
Jonathan Franzen,31,7,37,101.3658065,0.221013825
Mav's Dad,31,3,42,81.72731183,4.427096774
Mail Lady,31,3,49,62.62408602,7.091612903
Teen Boy,31,5,38,96.83877419,1.292516129
Polly,31,2,42,76.48314516,6.442096774
Mother On Ad,31,3,46,70.8111828,5.949677419
DOGCATCHER WILLIE,31,5,38,96.83877419,1.292516129
Max,31,9,40,94.17759857,0.979139785
ALL THE PLAYERS,31,4,44,78.89133065,4.180887097
Senator Whinergirl,31,4,48,67.97520161,5.703467742
Sarah Wiggum,31,10,40,94.52720968,0.844806452
Cab Driver,31,6,37,100.6166398,0.508870968
Investigator,31,7,36,104.0948387,-0.159631336
Scary Announcer,31,4,49,65.24616935,6.084112903
Young Woman #1,31,4,38,95.26552419,1.897016129
Chorus,31,9,40,94.17759857,0.979139785
Milford,31,4,50,62.5171371,6.464758065
Producer #1,31,4,38,95.26552419,1.897016129
Theater Owner,31,6,38,97.88760753,0.889516129
Scientist #2,31,8,45,80.09542339,3.050282258
Writer #3,31,3,47,68.08215054,6.330322581
Jingle Singers,30,5,40,87.945,2.483333333
Seniors,30,11,35,105.3668182,-0.75969697
Japanese Businessman,30,8,50,62.02875,5.539166667
Female Activist,30,4,42,80.7825,3.855
Skull,30,6,37,97.42,0.913333333
Female Clerk,30,3,39,86.705,3.65
Jimmy Stewart Puppet,30,3,42,78.245,4.83
Recorded Announcer,30,5,45,73.845,4.45
Judges,30,9,36,101.9316667,-0.13
Juggler,30,5,37,96.405,1.303333333
OFFICE WORKER IN TOWER TWO,30,4,36,97.7025,1.495
Male Orderly,30,4,41,83.6025,3.461666667
Soap Announcer,30,8,48,67.66875,4.7525
Indian #2,30,4,34,103.3425,0.708333333
Enchantress Krabappel,30,3,44,72.605,5.616666667
Flamboyant Theater-type,30,10,35,105.09,-0.653333333
Customer #2,30,4,37,94.8825,1.888333333
NEW TEACHER,30,5,42,82.305,3.27
32-Year-Old Eleanor,30,4,36,97.7025,1.495
Operator,30,4,49,61.0425,6.608333333
Bikers,30,14,38,97.5,0.192380952
Dancer #1,30,2,39,81.63,5.6
Worker #1,30,7,37,98.145,0.634761905
Tv Voice #3,30,8,44,78.94875,3.179166667
Sadistic Barfly,30,6,31,114.34,-1.446666667
RANDALL,30,4,35,100.5225,1.101666667
LEAD PROTESTER,30,4,43,77.9625,4.248333333
Homie Bear,30,5,37,96.405,1.303333333
Chef,30,3,35,97.985,2.076666667
Sgt. Activity,30,8,42,84.58875,2.3925
Rosie O'Donnell,30,6,38,94.6,1.306666667
Sirens,30,5,39,90.765,2.09
Max's Widow,30,5,34,104.865,0.123333333
Sherman,30,7,38,95.325,1.028095238
Voice On Phone,30,4,44,75.1425,4.641666667
Old-timey Farmer,30,3,34,100.805,1.683333333
U.S. Constitution,30,5,39,90.765,2.09
Ice Cream Man,30,6,43,80.5,3.273333333
Tushie,30,4,37,94.8825,1.888333333
Imax Narrator,30,3,47,64.145,6.796666667
Spuckler Kids,29,4,39,85.70383621,3.106465517
Dwight Eisenhower,29,2,32,98.76577586,3.085689655
Australian,29,6,31,111.4946839,-1.091206897
French Representative,29,3,37,89.0854023,3.235172414
Inspector,29,6,44,73.57054598,4.198448276
LANCE,29,4,39,85.70383621,3.106465517
Gary Larson,29,2,43,66.67612069,7.561551724
Bride,29,5,34,101.7617931,0.506482759
Cloisters Girl,29,4,34,100.2900431,1.071982759
Valet,29,7,36,97.60931034,0.673990148
2nd Leader,29,1,43,51.95862069,13.21655172
T.J.,29,3,36,92.00264368,2.828275862
City Health Employee,29,4,42,76.95211207,4.327155172
SMOOTH-VOICED MAN,29,7,42,80.10586207,3.115369458
Veejay,29,5,39,87.17558621,2.540965517
NICK RIVIERA,29,4,38,88.62107759,2.699568966
Boy #1,29,5,37,93.01006897,1.727172414
Gavin,29,7,31,112.1955172,-1.360492611
French Waiter,29,9,31,113.1299617,-1.71954023
Indian #1,29,2,37,84.17956897,5.120172414
Rastafarian Krusty,29,3,30,109.506092,0.386896552
Mall Manager,29,6,37,93.99123563,1.350172414
Female Golem,29,5,37,93.01006897,1.727172414
Radio,29,4,37,91.53831897,2.292672414
Ox,29,2,45,60.84163793,8.375344828
Mutant Dr. Hibbert,29,3,40,80.33367816,4.455862069
Team,29,17,35,103.0000811,-0.683326572
Ticket Scalper,29,6,34,102.7429598,0.129482759
County Clerk,29,7,40,85.94034483,2.301576355
Chief Agent,29,5,41,81.34110345,3.354758621
Canadian Official #2,29,4,32,106.1245259,0.258189655
Justice,29,3,40,80.33367816,4.455862069
Sexy Female Recording,29,3,38,86.16816092,3.642068966
Dottie,29,10,36,98.87081034,0.189275862
Cheerleaders,29,13,39,90.79835544,1.148965517
Army General,29,4,40,82.78659483,3.513362069
Guys,29,10,31,113.4570172,-1.845206897
Armstrong,29,4,40,82.78659483,3.513362069
Christopher Walken,29,7,38,91.77482759,1.487783251
Sunday School Teacher,29,4,34,100.2900431,1.071982759
Workman #1,29,2,34,92.9312931,3.899482759
MAXINE,29,3,38,86.16816092,3.642068966
Regis Philbin,29,7,39,88.85758621,1.894679803
Ad Man,29,9,40,86.87478927,1.942528736
Robot Weasel,29,6,32,108.5774425,-0.684310345
Stephen Douglas,29,3,46,62.83022989,6.897241379
Lenny,29,4,35,97.37280172,1.47887931
Fishing Robot,29,4,39,85.70383621,3.106465517
Chinese Guard #1,29,5,38,90.09282759,2.134068966
Black Knight,29,3,37,89.0854023,3.235172414
Flanders Family,29,2,36,87.09681034,4.713275862
Ernie,29,4,38,88.62107759,2.699568966
Irish Cop,29,5,36,95.92731034,1.320275862
Female Mail Carrier,28,6,41,78.2197619,3.508571429
Formico,28,6,35,96.34833333,0.98
Student Wiggum,28,12,46,65.48095238,4.705714286
Speaker Of The House,28,7,43,72.85357143,4.091428571
Female Employee,28,8,41,79.40392857,3.053571429
Handsome Funny Guy,28,3,39,79.52595238,4.485714286
Aged Man,28,8,35,97.5325,0.525
Headmaster,28,5,38,86.33671429,2.608285714
SHALLOW-LOOKING HOLLYWOODITE,28,2,36,83.85357143,5.041428571
Teenage Manager,28,9,42,76.77722222,3.323333333
Sergeant,28,2,33,92.91785714,3.777142857
Sports Bar Guy #4,28,6,35,96.34833333,0.98
Sandy,28,11,39,86.41564935,1.838441558
Robin,28,8,36,94.51107143,0.946428571
Carmen Electra,28,7,36,94.00357143,1.141428571
Cecile Shapiro,28,4,38,84.91571429,3.154285714
Guy Driving By,28,3,35,91.61166667,2.8
Adam,28,5,31,107.4867143,-0.341714286
GI JOE,28,4,34,97.00142857,1.468571429
German Criminal,28,2,40,71.76785714,6.727142857
Flanders's Beatnik Dad,28,4,33,100.0228571,1.047142857
Teen Girl,28,3,37,85.56880952,3.642857143
SUNGAZER SINGER,28,1,38,63.60071429,11.34428571
Frog,28,7,33,103.0678571,-0.122857143
Cat,28,5,38,86.33671429,2.608285714
Hideous Alien #2,28,5,37,89.35814286,2.186857143
Spanish Captain,28,5,42,74.251,4.294
Franklin Roosevelt,28,2,39,74.78928571,6.305714286
Courtney,28,3,37,85.56880952,3.642857143
Man's Voice,28,4,37,87.93714286,2.732857143
Mrs. Long,28,5,32,104.4652857,0.079714286
B-Real,28,3,39,79.52595238,4.485714286
Doll,28,7,36,94.00357143,1.141428571
WILLIAM BONNEY/BILLY THE KID,28,2,30,101.9821429,2.512857143
Old Lady,28,9,39,85.84150794,2.059047619
Ex-jock #2,28,5,37,89.35814286,2.186857143
Von Wörtzenburger,28,6,32,105.412619,-0.284285714
Christians,28,3,28,112.7616667,-0.15
Museum Head,28,4,40,78.87285714,3.997142857
Marv Albert,28,5,37,89.35814286,2.186857143
Colonel Leslie Hapablap,28,8,39,85.44678571,2.210714286
Dr. Simpson,28,3,43,67.4402381,6.171428571
Edwin Moses,28,6,34,99.3697619,0.558571429
U.S. Border Guard,28,6,35,96.34833333,0.98
Climber,28,4,37,87.93714286,2.732857143
Limo Driver,28,4,39,81.89428571,3.575714286
East Indian Father,28,4,40,78.87285714,3.997142857
Ernst,28,3,41,73.48309524,5.328571429
Theater Cashier,28,2,46,53.63928571,9.255714286
Luda-Crest,28,3,48,52.33309524,8.278571429
Video Game,28,11,39,86.41564935,1.838441558
Loudspeaker,28,2,34,89.89642857,4.198571429
Arnie,28,4,36,90.95857143,2.311428571
Bowling Clerk,28,4,37,87.93714286,2.732857143
7-Year-Old Brockman,28,3,42,70.46166667,5.75
Macho Narrator,28,4,47,57.72285714,6.947142857
Kicked-out Husband #2,28,4,30,109.0871429,-0.217142857
Mr. Movie Phone,28,4,43,69.80857143,5.261428571
Mutant Moe,28,5,34,98.42242857,0.922571429
Young Babysitter,28,7,38,87.96071429,1.984285714
Nerdy Young Woman,28,3,34,94.63309524,2.378571429
Cia Official,28,3,39,79.52595238,4.485714286
Man #1,28,8,38,88.46821429,1.789285714
Elderly Congressman,28,4,35,93.98,1.89
Prison Guard,28,8,43,73.36107143,3.896428571
Michael Moore,28,2,39,74.78928571,6.305714286
Male Twin,28,4,35,93.98,1.89
Wench Milhouse,28,6,32,105.412619,-0.284285714
Mona Flanders,28,5,32,104.4652857,0.079714286
Record/children,28,0,29,#NAME?,inf
Bachelor #1,28,3,32,100.6759524,1.535714286
Female Alien,28,4,32,103.0442857,0.625714286
Male Clerk,28,2,32,95.93928571,3.355714286
Pirate #1,27,5,34,94.82066667,1.375259259
HIP-LOOKING MAN,27,7,28,115.1866667,-1.848677249
VICE-PRESIDENT CLETUS,27,4,37,84.05041667,3.21287037
English Gentleman,27,3,37,81.76666667,4.09037037
Investigator #1,27,2,33,89.7325,4.097222222
Skeet Shooter,27,7,40,77.58666667,3.395767196
Policeman,27,6,32,102.0008333,0.150185185
1st Construction Worker,27,2,33,89.7325,4.097222222
YOUNG JEWISH MAN,27,2,40,67.79916667,7.156481481
Landlord,27,3,33,94.3,2.342222222
Cherub Carl,27,4,35,90.31708333,2.338796296
Mr. Cleary,27,3,29,106.8333333,0.594074074
2nd Producer,27,2,39,70.9325,6.719444444
DEBORAH JO SMALLWOOD,27,2,41,64.66583333,7.593518519
Son,27,3,34,91.16666667,2.779259259
Lillian Hellman,27,3,38,78.63333333,4.527407407
Tutor,27,4,38,80.91708333,3.649907407
Hypnotist,27,5,33,97.954,0.938222222
Mr. Schindler,27,4,38,80.91708333,3.649907407
Lumberjack,27,3,40,72.36666667,5.401481481
Box Delivery Man,27,5,39,79.154,3.560444444
Gentleman,27,4,35,90.31708333,2.338796296
Committee Member,27,4,32,99.71708333,1.027685185
Disaster Victim,27,3,32,97.43333333,1.905185185
Scottish Woman,27,5,28,113.6206667,-1.246962963
Nfl Film-type Announcer,27,4,35,90.31708333,2.338796296
Mall Announcer,27,4,43,65.25041667,5.835092593
Admitting Nurse,27,4,35,90.31708333,2.338796296
Wes Doobner,27,8,42,71.809375,4.081805556
PRINCIPAL HEAD #2,27,5,37,85.42066667,2.68637037
Sports Anchor #2,27,2,37,77.19916667,5.84537037
Man In Bar,27,3,33,94.3,2.342222222
Will Shortz,27,4,33,96.58375,1.464722222
Spirograph Man,27,5,37,85.42066667,2.68637037
Speedo Salesman,27,4,30,105.98375,0.153611111
German Gummy Salesman,27,5,41,72.88733333,4.434518519
Doc,27,6,35,92.60083333,1.461296296
WOLFCASTLE,27,6,33,98.8675,0.587222222
St. Eleutherius,27,3,29,106.8333333,0.594074074
Santa's Little Helper,27,10,34,97.56116667,0.322259259
Adjuster,27,1,33,76.03,9.362222222
Samoan Native,27,2,36,80.3325,5.408333333
Adam Clayton,27,7,31,105.7866667,-0.537566138
BOXING ANNOUNCER,27,4,36,87.18375,2.775833333
Registrar,27,3,42,66.1,6.275555556
Sad Man,27,3,35,88.03333333,3.216296296
Sad Cowboy,27,5,34,94.82066667,1.375259259
BOOKISH BOY,27,6,39,80.0675,3.209444444
Funzo,27,10,31,106.9611667,-0.988851852
Luke Perry,27,7,36,90.12,1.647619048
STUDIO EXECUTIVE,27,7,41,74.45333333,3.832804233
Coach Flanagan,27,5,37,85.42066667,2.68637037
Vending Machine,27,5,35,91.68733333,1.812296296
Skeleton Judge,27,2,37,77.19916667,5.84537037
Linguo,27,10,40,78.76116667,2.944481481
Ribhead #2,27,3,37,81.76666667,4.09037037
Burns' Grandfather,27,13,35,95.06025641,0.516296296
CHAPIN-LIKE SINGER,27,0,37,#NAME?,inf
African Flight Attendant,27,5,45,60.354,6.182666667
Joy Behar,27,4,31,102.8504167,0.590648148
The Edge,27,5,31,104.2206667,0.064148148
Missionary #1,27,4,36,87.18375,2.775833333
Jay North,27,6,39,80.0675,3.209444444
Burt Reynolds,27,2,39,70.9325,6.719444444
Robot Catcher,27,3,49,44.16666667,9.334814815
Tom Jones,27,6,36,89.4675,1.898333333
Kate Lynn,27,5,28,113.6206667,-1.246962963
Teenage Patty,27,6,35,92.60083333,1.461296296
Young Mona,27,5,40,76.02066667,3.997481481
Prince Bart,27,5,35,91.68733333,1.812296296
Jock,27,7,31,105.7866667,-0.537566138
Kirk Hammett,27,3,30,103.7,1.031111111
James Iha,27,2,32,92.86583333,3.660185185
Game Announcer,26,6,33,95.05974359,1.076923077
Page McConnell,26,5,32,97.43392308,0.961076923
Unidentified Baldwin,26,4,33,92.86057692,1.921923077
RADIO ANNCR,26,2,37,73.24769231,6.272307692
Red Dragon,26,2,32,89.51692308,4.003076923
Security Man,26,3,35,84.15371795,3.674615385
Mitch Albom,26,6,30,104.8212821,-0.284615385
Fred Turner,26,5,32,97.43392308,0.961076923
Wild Beast #3,26,4,36,83.09903846,3.283461538
BIRTHDAY,26,4,35,86.35288462,2.829615385
Vending Machine #2,26,4,32,96.11442308,1.468076923
Clyde's Thoughts,26,3,34,87.4075641,3.220769231
Pyro,26,3,31,97.16910256,1.859230769
Tim Conway,26,5,30,103.9416154,0.053384615
The Pope,26,4,29,105.8759615,0.106538462
Rich Suburban Mom,26,5,35,87.67238462,2.322615385
HOWARD JR.,26,2,31,92.77076923,3.549230769
Jitney Spuckler,26,3,34,87.4075641,3.220769231
Dog Catcher Willie,26,5,28,110.4493077,-0.854307692
Sarah Jessica Parker,26,5,34,90.92623077,1.868769231
Check-in Agent,26,3,34,87.4075641,3.220769231
Chinese Announcer,26,2,36,76.50153846,5.818461538
Federal Agent,26,8,38,79.89009615,2.923653846
Greystash,26,6,41,69.02897436,4.707692308
Old Milhouse,26,4,29,105.8759615,0.106538462
AGED MOE,26,4,34,89.60673077,2.375769231
Comic Book Ram,26,3,37,77.64602564,4.582307692
Joey Scazzazone,26,3,29,103.6767949,0.951538462
High School Glee Club,26,1,30,82.82961538,8.165384615
Corey,26,5,34,90.92623077,1.868769231
Chaucer's Ghost,26,3,27,110.1844872,0.043846154
State Dept. Man #2,26,1,40,50.29115385,12.70384615
MARY BAILEY,26,2,40,63.48615385,7.633846154
BRITISH MAN,26,6,29,108.0751282,-0.738461538
Other Realtors,26,11,31,103.5666783,-0.598951049
Flashback Homer,26,4,31,99.36826923,1.014230769
Clint Eastwood,26,4,30,102.6221154,0.560384615
Businessman #2,26,4,38,76.59134615,4.191153846
Ashley Olsen,26,5,33,94.18007692,1.414923077
Gambler,26,5,35,87.67238462,2.322615385
Young Apu,26,4,33,92.86057692,1.921923077
Ron English,26,4,31,99.36826923,1.014230769
Man In The Iron Mask,26,7,29,108.7034615,-0.97989011
Female Coaster Weirdo,26,2,32,89.51692308,4.003076923
Brazilian 12-year-old Boy,26,3,32,93.91525641,2.313076923
Performer,26,6,29,108.0751282,-0.738461538
Ronald Reagan,26,4,50,37.54519231,9.637307692
Snowman,26,6,36,85.29820513,2.438461538
Surly,26,9,38,80.25662393,2.782820513
Rupert Murdoch,26,8,35,89.65163462,1.562115385
Fox Announcer,26,4,37,79.84519231,3.737307692
Sir Walter Raleigh,26,7,39,76.165,3.558571429
CHIEF PETTY OFFICER WIGGUM,26,4,36,83.09903846,3.283461538
Rogue Kearney,26,4,34,89.60673077,2.375769231
Pr Man,26,8,30,105.9208654,-0.707115385
Bunny Referee,26,5,33,94.18007692,1.414923077
Mrs. Burns,25,4,31,95.58725,1.4795
Steward,25,5,31,96.856,0.992
GHOSTLY HOMER,25,8,30,102.143125,-0.21125
Tootsie Childs,25,5,30,100.24,0.52
Stock Reporter,25,2,37,68.9395,6.749
Nana Van Houten,25,4,31,95.58725,1.4795
Female Soloist,25,1,27,90.092,6.904
Man On Tv,25,5,29,103.624,0.048
Spanish Baseball Announcer,25,3,29,100.2406667,1.348
Irishman,25,5,28,107.008,-0.424
Haitian Woman,25,6,29,104.4698333,-0.277
The Admiral,25,2,31,89.2435,3.917
Irs Agent,25,3,29,100.2406667,1.348
Tsa Agent,25,6,30,101.0858333,0.195
BAJA MEN,25,7,25,118.61,-2.397142857
German Student,25,5,41,63.016,5.712
Moe's Face,25,3,26,110.3926667,-0.068
Norm,25,5,29,103.624,0.048
Criminal #2,25,4,35,82.05125,3.3675
Becky Thatcher,25,5,32,93.472,1.464
Esmeralda,25,4,35,82.05125,3.3675
Federal Judge,25,2,48,31.7155,11.941
Disembodied Face,25,2,29,96.0115,2.973
Tough Guy,25,5,41,63.016,5.712
Children's Choir,25,2,33,82.4755,4.861
Male Diner,25,3,28,103.6246667,0.876
Nick Park,25,5,28,107.008,-0.424
Intern,25,6,30,101.0858333,0.195
Head Chocobot,25,4,37,75.28325,4.3115
Jimbo's Mom,25,2,30,92.6275,3.445
Player,25,5,29,103.624,0.048
Turkey Frink,25,3,32,90.08866667,2.764
C-3PO,25,12,28,109.9684167,-1.5615
Younger Veejay,25,3,26,110.3926667,-0.068
Tunnel Of Love Carny,25,2,30,92.6275,3.445
Furniture Salesman,25,2,32,85.8595,4.389
Bart Puppy,25,5,28,107.008,-0.424
Men,25,14,28,110.2705,-1.677571429
Lottery Announcer,25,7,34,88.154,1.850857143
SECURITY THUG #1,25,5,27,110.392,-0.896
Tv Reporter,25,2,42,52.0195,9.109
Barry the Satellite TV Guy,25,4,32,92.20325,1.9515
Devon,25,6,38,74.01383333,3.971
SIKH CAB DRIVER,25,3,32,90.08866667,2.764
Prisoner #2,25,7,29,105.074,-0.509142857
Milhoose,25,5,31,96.856,0.992
Quentin Tarantino,25,1,39,49.484,12.568
First Guy In Line,25,3,30,96.85666667,1.82
Amy Tan,25,5,28,107.008,-0.424
General Patton,25,3,37,73.16866667,5.124
Jeff Probst,25,3,35,79.93666667,4.18
Lisa Snail,25,4,29,102.35525,0.5355
Chinese Guard #2,25,3,28,103.6246667,0.876
Human Senator,25,10,33,92.6255,0.961
FROM SPEAKER,25,7,28,108.458,-0.981142857
Thought Bubble Dr. Hibbert,25,5,31,96.856,0.992
National Guardsman,25,3,34,83.32066667,3.708
Prison Worker,25,5,33,90.088,1.936
Boring Guy,25,3,41,59.63266667,7.012
Cyborganizer,25,2,38,65.5555,7.221
Cockfight Announcer,25,2,30,92.6275,3.445
Ghost Marge,25,5,29,103.624,0.048
STUART,25,5,34,86.704,2.408
Wino,25,6,29,104.4698333,-0.277
Demon Technician,24,6,30,97.025,0.72
A.D.R. Sessions,24,3,28,100.015,1.296666667
Male British Announcer,24,2,32,81.855,4.823333333
Distinguished Older Gentleman,24,4,38,66.795,5.433333333
ORIGINAL GHOST MARGE,24,2,29,92.43,3.348333333
Female German Backpacker,24,2,31,85.38,4.331666667
Gil Robot,24,2,29,92.43,3.348333333
Man Below,24,5,33,85.638,2.507
Dave Rosenfield,24,3,27,103.54,0.805
Desk Agent,24,4,28,102.045,0.516666667
Congressman #2,24,2,35,71.28,6.298333333
Noah,24,14,46,42.945,7.695238095
Dermatologist,24,2,35,71.28,6.298333333
Anonymous Expert,24,2,38,60.705,7.773333333
German Teacher,24,4,30,94.995,1.5
German Delegate,24,4,32,87.945,2.483333333
Characters,24,1,27,87.3,7.045
Cop,24,5,31,92.688,1.523666667
NUTCRACKER,24,6,27,107.6,-0.755
Shelbyville Announcer,24,2,27,99.48,2.365
Weather Forecaster,24,5,28,103.263,0.048666667
Captain Kirk,24,10,33,88.074,1.571
New Sister,24,2,30,88.905,3.84
Grampa Gorilla,24,7,31,94.08,0.988809524
Blackbeard,24,6,28,104.075,-0.263333333
Grampa's Brain,24,5,27,106.788,-0.443
Tourists,24,11,35,81.24545455,2.469242424
ADVISORS & SMITHERS,24,11,38,70.67045455,3.944242424
Mr. Johnson,24,4,28,102.045,0.516666667
"Bret ""The Hitman"" Hart",24,4,27,105.57,0.025
Choreographer,24,5,31,92.688,1.523666667
Tv Chef,24,2,33,78.33,5.315
Homer-ish Husband,24,3,37,68.29,5.721666667
FRY,24,6,30,97.025,0.72
Richard Simmons Robot,24,4,26,109.095,-0.466666667
Tv Critic,24,4,30,94.995,1.5
Lord Mayor Quimby,24,2,34,74.805,5.806666667
Celebrity Impersonators,24,6,34,82.925,2.686666667
Robot-singing Voice,24,1,31,73.2,9.011666667
FLANDERS' VOICE,24,6,33,86.45,2.195
French Wiggum,24,3,31,89.44,2.771666667
French Ticket Taker,24,6,32,89.975,1.703333333
French Scientist,24,4,36,73.845,4.45
FIRE PRIESTESS,24,3,31,89.44,2.771666667
Taskmaster,24,3,34,78.865,4.246666667
Singing Prisoners,24,2,30,88.905,3.84
D'arcy,24,3,31,89.44,2.771666667
Paul Anka,24,2,28,95.955,2.856666667
MACAW,24,4,27,105.57,0.025
COMPTROLLER ATKINS,24,2,30,88.905,3.84
